1,0,1200
2,0,960
3,0,960
4,0,960
5,0,1200
6,0,1200
7,0,960
8,0,960
9,0,960
10,0,1200
11,0,1200
12,0,960
13,0,960
14,0,960
15,0,1200
16,0,1200
17,0,960
18,0,960
19,0,960
20,0,1200
21,0,1200
22,0,960
23,0,960
24,0,960
25,0,1200
26,0,1200
27,0,960
28,0,960
29,0,960
30,0,1200
31,0,1200
32,0,960
33,0,960
34,0,960
35,0,1200
36,0,1200
37,0,960
38,0,960
39,0,960
40,0,1200
41,0,1200
42,0,960
43,0,960
44,0,960
45,0,1200
46,0,1200
47,0,960
48,0,960
49,0,960
50,0,1200
51,0,840
52,0,800
53,0,800
54,0,800
55,0,840
